dist_id,district,adm,charter_status,ed_adm,ed_pct,high_pov_1,high_pov_2,el_adm,swd_total,swd_aut,swd_dd,swd_ed,swd_hi,swd_id,swd_md,swd_ohi,swd_oi,swd_sld,swd_sli,swd_tbi,swd_vi,swd_db,aig_enroll,sq_mi,current_pp,sparsity_23,el_pct,current_total
92S,Endeavor Charter,782,Charter,78.67899999999999,0.10099999999999999,0,0,9,84,1,3,0,0,0,0,19,0,34,27,0,0,0,0,NA,7173.78,0,0.011508951406649617,5609895.96
92T,Triangle Math and Science Academy,1324,Charter,142.56000000000003,0.10800000000000001,0,0,46,49,10,4,1,0,2,0,10,0,14,7,1,0,0,0,NA,6604.29,0,0.03474320241691843,8744079.959999999
92U,Longleaf School of the Arts,408,Charter,64.962,0.162,0,0,9,68,21,0,3,0,0,0,19,0,21,2,0,2,0,0,NA,7463.83,0,0.022058823529411766,3045242.64
92V,Wake Forest Charter Academy,732,Charter,341.76800000000003,0.47600000000000003,0,1,43,92,15,10,1,0,5,0,16,0,24,19,1,1,0,0,NA,7440.75,0,0.05874316939890711,5446629
92W,Cardinal Charter,701,Charter,285.65999999999997,0.414,0,1,59,80,12,11,2,0,6,0,11,0,16,21,1,0,0,0,NA,7311.24,0,0.08416547788873038,5125179.24
92Y,Envision Science Academy,741,Charter,108.92800000000001,0.14800000000000002,0,0,9,76,18,1,3,0,2,0,17,0,23,12,0,0,0,0,NA,7070.94,0,0.012145748987854251,5239566.54
93A,Haliwa-Saponi Tribal School,142,Charter,117.97500000000001,0.8250000000000001,1,0,0,25,1,0,1,1,5,0,6,0,9,2,0,0,0,0,NA,10555.38,0,0,1498863.96
93J,RISE Southeast Raleigh Charter School,470,Charter,328.068,0.701,0,1,38,62,6,5,4,0,2,1,10,0,27,7,0,0,0,0,NA,7647.94,0,0.08085106382978724,3594531.8
93L,Central Wake Charter High School,263,Charter,173.97800000000004,0.6020000000000001,0,1,26,53,0,0,4,0,1,0,18,0,30,0,0,0,0,0,NA,8734.51,0,0.09885931558935361,2297176.13
93M,Peak Charter Academy,769,Charter,152.63299999999998,0.19899999999999998,0,0,66,78,16,12,1,0,2,1,10,0,14,22,0,0,0,0,NA,7157.69,0,0.0858257477243173,5504263.609999999
93N,Pine Springs Preparatory Academy,1260,Charter,109.27199999999999,0.087,0,0,9,73,8,5,1,1,1,0,6,0,38,13,0,0,0,0,NA,6937.68,0,0.007142857142857143,8741476.8
93P,Rolesville Charter Academy,738,Charter,399.79900000000004,0.541,0,1,41,91,12,3,3,1,4,0,16,0,33,19,0,0,0,0,NA,7273.14,0,0.05555555555555555,5367577.32
93Q,Carolina Charter Academy: CFA,799,Charter,213.99399999999997,0.27399999999999997,0,0,27,50,2,4,3,1,2,0,8,0,20,9,1,0,0,0,NA,7078.53,0,0.03379224030037547,5655745.47
93R,Raleigh Oak Charter School,269,Charter,72.988,0.284,0,0,9,53,20,1,2,0,0,0,8,0,19,2,0,1,0,0,NA,7954.38,0,0.03345724907063197,2139728.22
93T,Cardinal Charter Academy at Wendell Falls,588,Charter,318.09499999999997,0.563,0,1,9,61,13,10,1,0,6,0,8,0,13,10,0,0,0,0,NA,7578.37,0,0.015306122448979591,4456081.56
93V,Doral Academy North Carolina,452,Charter,127.14300000000001,0.277,0,0,0,49,9,6,0,0,0,0,10,0,10,14,0,0,0,0,NA,6463.4,0,0,2921456.8
93Y,The Math and Science Academy (TMSA) Apex,683,Charter,37.967999999999996,0.055999999999999994,0,0,0,28,7,5,0,0,0,0,2,0,3,11,0,0,0,0,NA,6676.86,0,0,4560295.38
94A,Pocosin Innovative Charter,258,Charter,103.068,0.409,0,1,9,21,1,5,0,0,1,0,1,0,9,4,0,0,0,0,NA,12289.26,0,0.03488372093023256,3170629.08
95A,Two Rivers Community School,161,Charter,62.964000000000006,0.396,0,0,0,24,1,1,1,0,0,0,3,0,12,6,0,0,0,0,NA,7824.58,0,0,1259757.38
96C,Dillard Academy,245,Charter,211.106,0.887,1,0,0,15,0,0,1,1,0,0,3,0,3,7,0,0,0,0,NA,8181.01,0,0,2004347.45
96F,Wayne Preparatory,901,Charter,476.87500000000006,0.545,0,1,9,172,23,9,2,3,8,1,37,0,63,24,1,1,0,0,NA,8570.21,0,0.009988901220865706,7721759.209999999
96G,Wayne STEM Preparatory,172,Charter,109.998,0.679,0,1,0,15,1,7,0,0,0,0,4,0,1,2,0,0,0,0,NA,8628.34,0,0,1484074.48
98A,Sallie B Howard School,1204,Charter,749.844,0.636,0,1,186,94,14,7,2,0,26,0,15,1,24,5,0,0,0,0,NA,8364.64,0,0.15448504983388706,10071026.559999999
98B,Wilson Preparatory Academy,722,Charter,463.84200000000004,0.657,0,1,10,74,7,3,1,1,8,0,15,0,30,9,0,0,0,0,NA,7948.92,0,0.013850415512465374,5739120.24
34Z,Appalachian State U Academy Middle Fork,278,Charter,192.09599999999998,0.696,0,1,79,56,5,11,0,0,1,0,5,1,12,21,0,0,0,0,NA,8038.87,0,0.2841726618705036,2234805.86
41Z,Aggie Academy,81,Charter,43.983000000000004,0.543,0,1,0,9,0,0,0,0,0,0,1,0,3,5,0,0,0,0,NA,7313.46,0,0,592390.26
50Z,Catamount School,57,Charter,33.003,0.579,0,1,0,13,4,0,1,0,1,0,3,0,4,0,0,0,0,0,NA,8893,0,0,506901
60Z,Niner University Elementary School,130,Charter,112.06000000000002,0.8620000000000001,1,0,9,33,6,4,0,0,4,0,2,1,10,6,0,0,0,0,NA,8080.23,0,0.06923076923076923,1050429.9
65Z,D.C. Virgo Preparatory Academy,188,Charter,165.96,0.922,1,0,9,48,3,3,0,1,1,0,15,0,16,8,0,1,0,0,NA,8115.26,0,0.047872340425531915,1525668.8800000001
73Z,Carolina Community Academy,67,Charter,65.03,0.929,1,0,0,7,1,4,0,0,0,0,0,0,0,2,0,0,0,0,NA,4908.16,0,0,328846.72
74Z,East Carolina Community School,116,Charter,103.96000000000001,0.904,1,0,9,27,2,1,0,0,4,0,1,0,14,5,0,0,0,0,NA,8292.75,0,0.07758620689655173,961959
86Z,Appalachian State Univ Academy at Elkin,73,Charter,45.99,0.657,0,1,0,17,1,2,0,0,1,0,1,0,2,10,0,0,0,0,NA,10889.86,0,0,794959.78
94Z,Northeast Regional School - Biotech/Agri,122,Charter,56.022999999999996,0.46299999999999997,0,1,9,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,NA,13100.85,0,0.07377049180327869,1598303.7
